Code,Player,Club,Season,Played,(Def) GP,Goals,Assists,Clean Sheets,Goals Against,Points
206,N Monreal,Arsenal,2017/18,25,25,5,2,10,29,35
207,K Trippier,Tottenham,2017/18,21,21,0,7,9,21,32
215,K Femenia,Watford,2017/18,20,20,1,1,4,34,-1
216,P Dummett,Newcastle,2017/18,18,18,0,0,5,18,10
217,P Van Aanholt,Crystal Palace,2017/18,25,25,5,1,6,38,16
220,E Pieters,Stoke,2017/18,31,31,0,1,5,50,-7
225,S Byram,West Ham,2017/18,3,3,0,0,0,7,-4
226,N Clyne,Liverpool,2017/18,2,2,0,0,1,1,3
228,S Coleman,Everton,2017/18,12,12,0,1,4,12,10
230,T A-Arnold,Liverpool,2017/18,18,18,1,2,7,17,22
233,C Taylor,Burnley,2017/18,11,11,0,0,2,12,3
234,C Azpilicueta,Chelsea,2017/18,37,37,2,6,15,38,47
235,P Bardsley,Burnley,2017/18,13,13,0,0,4,13,8
237,J Manquillo,Newcastle,2017/18,20,20,0,1,4,31,-1
239,A Robertson,Liverpool,2017/18,22,22,1,5,9,18,35
241,A Cresswell,West Ham,2017/18,35,35,1,7,10,60,12
242,S Francis,Bournemouth,2017/18,30,30,0,1,4,47,-7
243,C Fuchs,Leicester,2017/18,21,21,0,2,4,35,-2
244,D Amartey,Leicester,2017/18,5,0,0,0,0,0,0
246,A Young,Man Utd,2017/18,28,0,2,6,0,0,18
247,B Mendy,Man City,2017/18,3,3,0,1,2,1,8
248,C Soares,Southampton,2017/18,31,31,0,3,7,44,7
249,K Walker-Peters,Tottenham,2017/18,2,2,0,2,1,4,4
253,P Zabaleta,West Ham,2017/18,37,37,0,1,10,62,-3
256,S Aurier,Tottenham,2017/18,16,16,2,2,6,13,25
257,R Bertrand,Southampton,2017/18,35,35,0,5,8,49,12
260,D Rose,Tottenham,2017/18,9,9,0,1,2,14,1
263,B Davies,Tottenham,2017/18,26,26,2,7,12,20,50
264,K Walker,Man City,2017/18,31,31,0,6,14,22,49
265,J Holebas,Watford,2017/18,27,27,0,4,6,47,0
266,D Zappacosta,Chelsea,2017/18,13,13,1,2,3,15,11
268,J Ward,Crystal Palace,2017/18,18,18,0,1,4,25,3
270,M Darmian,Man Utd,2017/18,5,5,0,0,3,3,8
271,B Chilwell,Leicester,2017/18,21,21,0,2,5,30,5
273,A Maitland-Niles,Arsenal,2017/18,11,11,0,1,3,16,3
275,L Shaw,Man Utd,2017/18,8,8,0,0,7,2,20
278,H Bellerin,Arsenal,2017/18,34,34,2,3,12,44,26
279,D Janmaat,Watford,2017/18,20,20,3,0,2,37,-4
282,L Baines,Everton,2017/18,21,21,2,3,5,34,9
283,D Yedlin,Newcastle,2017/18,31,31,0,2,7,37,12
286,M Alonso,Chelsea,2017/18,33,33,7,2,12,30,52
287,O Zinchenko,Man City,2017/18,6,6,0,0,3,3,9
288,E Palmieri,Chelsea,2017/18,3,3,0,1,1,4,3
292,A Wan-Bissaka,Crystal Palace,2017/18,7,7,0,0,2,10,1
298,M Lowton,Burnley,2017/18,26,26,0,4,8,26,24
299,A Masuaku,West Ham,2017/18,21,21,0,3,5,29,8
301,L Dunk,Brighton,2017/18,38,38,1,1,10,54,9
302,L Koscielny,Arsenal,2017/18,25,25,2,0,8,32,15
305,J Matip,Liverpool,2017/18,22,22,1,0,9,27,16
306,S Duffy,Brighton,2017/18,37,37,0,2,9,52,7
308,M Keane,Everton,2017/18,29,29,0,1,7,46,-1
309,B Mee,Burnley,2017/18,29,29,0,0,9,27,20
310,J Tomkins,Crystal Palace,2017/18,26,26,3,0,9,32,21
314,D Lovren,Liverpool,2017/18,23,23,2,1,11,24,29
315,J Stones,Man City,2017/18,15,15,0,0,6,11,16
317,K Long,Burnley,2017/18,16,16,1,2,4,21,10
320,A Laporte,Man City,2017/18,9,9,0,0,4,5,12
321,W Reid,West Ham,2017/18,16,16,0,0,5,27,-1
322,P Jones,Man Utd,2017/18,22,22,0,0,15,11,41
325,E Bailly,Man Utd,2017/18,11,11,1,0,7,6,22
326,C Cathcart,Watford,2017/18,5,5,0,0,1,6,1
329,C Clark,Newcastle,2017/18,19,19,2,1,4,30,5
330,J Lascelles,Newcastle,2017/18,33,33,3,0,9,31,29
331,S Dann,Crystal Palace,2017/18,16,16,1,0,1,26,-5
332,J Evans,West Brom,2017/18,25,25,2,2,6,38,9
334,C Chambers,Arsenal,2017/18,10,10,0,0,2,15,-1
336,J Gomez,Liverpool,2017/18,21,21,0,2,9,22,21
338,C Dawson,West Brom,2017/18,28,28,2,1,8,39,13
339,N Ake,Bournemouth,2017/18,37,37,2,3,6,59,2
340,P Jagielka,Everton,2017/18,23,23,0,0,6,39,-4
341,S Cook,Bournemouth,2017/18,30,30,2,1,5,53,-5
342,C Smalling,Man Utd,2017/18,28,28,4,0,11,24,38
344,M Rojo,Man Utd,2017/18,8,8,0,1,3,8,8
345,K Mavropanos,Arsenal,2017/18,2,2,0,0,1,5,-1
347,T Mings,Bournemouth,2017/18,3,3,0,0,0,5,-2
348,C Kabasele,Watford,2017/18,26,0,2,0,0,0,6
349,W Morgan,Leicester,2017/18,31,31,0,0,5,52,-11
350,S Prodl,Watford,2017/18,17,17,0,0,5,29,-2
352,K Zouma,Stoke,2017/18,32,32,1,0,6,50,-3
354,A Ogbonna,West Ham,2017/18,32,32,1,1,7,60,-9
355,T Alderweireld,Tottenham,2017/18,13,13,0,0,5,13,10
356,M Kelly,Crystal Palace,2017/18,14,14,0,0,3,21,-1
357,J Tarkowski,Burnley,2017/18,31,31,0,1,11,30,25
358,J Stephens,Southampton,2017/18,22,22,2,0,5,33,5
361,M Sakho,Crystal Palace,2017/18,18,18,1,2,6,23,14
362,V Lindelof,Man Utd,2017/18,15,15,0,0,5,14,11
365,R Holding,Arsenal,2017/18,9,9,0,1,3,17,0
366,H Maguire,Leicester,2017/18,38,38,2,4,9,60,10
367,J Bednarek,Southampton,2017/18,5,5,1,0,1,5,5
368,F Lejeune,Newcastle,2017/18,23,23,0,2,5,32,5
369,G Cahill,Chelsea,2017/18,22,22,0,0,9,27,13
371,N Otamendi,Man City,2017/18,33,33,4,0,14,25,48
373,S Mustafi,Arsenal,2017/18,26,26,3,1,9,30,25
374,A Rudiger,Chelsea,2017/18,26,26,2,1,12,22,36
375,V Van Dijk,Liverpool,2017/18,25,25,0,0,8,28,13
376,A Mariappa,Watford,2017/18,24,24,0,0,6,43,-7
379,D Luiz,Chelsea,2017/18,9,9,1,1,3,13,7
383,A Christensen,Chelsea,2017/18,24,24,0,0,7,23,15
384,T Fosu-Mensah,Crystal Palace,2017/18,18,18,0,0,2,30,-8
385,W Hoedt,Southampton,2017/18,28,28,0,1,5,42,-2
386,D Sanchez,Tottenham,2017/18,29,29,0,0,13,21,34
388,F Fernandez,Swansea,2017/18,30,30,1,1,7,44,5
392,E Mangala,Everton,2017/18,7,7,0,0,2,7,4
393,J Simpson,Bournemouth,2017/18,1,1,0,0,0,2,-1
396,J Vertonghen,Tottenham,2017/18,36,36,0,1,16,31,39
397,M Yoshida,Southampton,2017/18,23,23,2,1,6,32,11
401,P Obiang,West Ham,2017/18,19,0,2,0,0,0,6
405,G Xhaka,Arsenal,2017/18,37,0,1,8,0,0,19
407,A Surman,Bournemouth,2017/18,20,0,2,5,0,0,16
408,J Stanislas,Bournemouth,2017/18,17,0,5,3,0,0,21
409,D Stephens,Brighton,2017/18,36,0,0,3,0,0,6
410,J Milner,Liverpool,2017/18,18,18,0,3,4,25,7
411,J Wilshere,Arsenal,2017/18,12,0,1,3,0,0,9
417,N Redmond,Southampton,2017/18,24,0,1,3,0,0,9
419,D Drinkwater,Chelsea,2017/18,5,0,1,0,0,0,3
422,P Gross,Brighton,2017/18,35,0,7,8,0,0,37
426,T Davies,Everton,2017/18,24,0,2,2,0,0,10
428,B Kayal,Brighton,2017/18,8,0,0,0,0,0,0
430,A Knockaert,Brighton,2017/18,28,0,3,1,0,0,11
432,A Townsend,Crystal Palace,2017/18,36,0,2,9,0,0,24
433,S March,Brighton,2017/18,20,0,1,3,0,0,9
435,J Mata,Man Utd,2017/18,23,0,3,5,0,0,19
441,A Lennon,Burnley,2017/18,23,0,0,4,0,0,8
445,R Mahrez,Leicester,2017/18,34,0,12,13,0,0,62
447,A Silva,Leicester,2017/18,10,0,0,1,0,0,2
452,I Gundogan,Man City,2017/18,17,0,4,1,0,0,14
453,S McTominay,Man Utd,2017/18,7,0,0,0,0,0,0
454,C Eriksen,Tottenham,2017/18,37,0,11,10,0,0,53
457,B Silva,Man City,2017/18,15,0,6,5,0,0,28
461,J Sims,Southampton,2017/18,2,0,0,0,0,0,0
462,H Choudhury,Leicester,2017/18,5,0,0,1,0,0,2
463,L Moura,Tottenham,2017/18,2,0,0,1,0,0,2
464,C Atsu,Newcastle,2017/18,19,0,2,2,0,0,10
465,S Mane,Liverpool,2017/18,27,0,10,8,0,0,46
466,A Sanchez,Man Utd,2017/18,29,0,9,8,0,0,43
467,E Capoue,Watford,2017/18,18,0,1,0,0,0,3
468,J McArthur,Crystal Palace,2017/18,27,0,5,3,0,0,21
471,J Izquierdo,Brighton,2017/18,23,0,5,5,0,0,25
472,M Antonio,West Ham,2017/18,15,0,3,2,0,0,13
473,I Hayden,Newcastle,2017/18,15,0,1,0,0,0,3
475,M Ritchie,Newcastle,2017/18,32,0,3,9,0,0,27
477,R Sterling,Man City,2017/18,30,0,18,16,0,0,86
478,A Lallana,Liverpool,2017/18,1,0,0,0,0,0,0
479,W Hughes,Watford,2017/18,11,0,2,4,0,0,14
480,J Shelvey,Newcastle,2017/18,25,0,1,4,0,0,11
481,H Son,Tottenham,2017/18,27,0,12,9,0,0,54
483,R Nelson,Arsenal,2017/18,2,0,0,0,0,0,0
484,A Martial,Man Utd,2017/18,18,0,9,5,0,0,37
485,A Perez,Newcastle,2017/18,28,0,8,5,0,0,34
487,J Gudmundsson,Burnley,2017/18,33,0,2,9,0,0,24
488,N Matic,Man Utd,2017/18,35,0,1,1,0,0,5
491,G Wijnaldum,Liverpool,2017/18,27,0,1,2,0,0,7
492,J Willock,Arsenal,2017/18,1,0,0,0,0,0,0
493,A Doucoure,Watford,2017/18,37,0,7,4,0,0,29
494,L Sane,Man City,2017/18,27,0,10,15,0,0,60
495,I Gueye,Everton,2017/18,32,0,2,2,0,0,10
496,P Pogba,Man Utd,2017/18,25,0,6,11,0,0,40
497,J McCarthy,Everton,2017/18,3,0,0,0,0,0,0
498,S Defour,Burnley,2017/18,24,0,1,1,0,0,5
499,R Pereyra,Watford,2017/18,18,0,5,3,0,0,21
500,A O-Chamberlain,Liverpool,2017/18,19,0,3,7,0,0,23
501,R Fraser,Bournemouth,2017/18,23,0,5,3,0,0,21
503,S Ki,Swansea,2017/18,22,0,2,2,0,0,10
505,N Kante,Chelsea,2017/18,34,0,1,1,0,0,5
506,T Walcott,Everton,2017/18,13,0,3,4,0,0,17
507,J Ibe,Bournemouth,2017/18,24,0,2,6,0,0,18
508,J Schlupp,Crystal Palace,2017/18,20,20,0,2,3,30,0
511,J Ward-Prowse,Southampton,2017/18,20,0,3,5,0,0,19
512,J Locadia,Brighton,2017/18,3,0,1,1,0,0,5
513,F Delph,Man City,2017/18,20,0,1,2,0,0,7
514,D Rice,West Ham,2017/18,16,0,0,0,0,0,0
516,R Barkley,Chelsea,2017/18,2,0,0,0,0,0,0
517,H Arter,Bournemouth,2017/18,11,0,1,0,0,0,3
518,J Hendrick,Burnley,2017/18,29,0,2,2,0,0,10
519,M Sissoko,Tottenham,2017/18,15,0,1,1,0,0,5
521,J Cork,Burnley,2017/18,38,0,2,1,0,0,8
522,J Henderson,Liverpool,2017/18,24,0,1,2,0,0,7
525,M Schneiderlin,Everton,2017/18,25,0,0,0,0,0,0
526,V Wanyama,Tottenham,2017/18,8,0,1,0,0,0,3
530,K De Bruyne,Man City,2017/18,36,0,8,18,0,0,60
531,H Winks,Tottenham,2017/18,9,0,0,1,0,0,2
532,N Chalobah,Watford,2017/18,5,0,0,0,0,0,0
533,W Ndidi,Leicester,2017/18,33,0,0,4,0,0,8
534,J Lingard,Man Utd,2017/18,22,0,8,6,0,0,36
535,M Elneny,Arsenal,2017/18,10,0,0,1,0,0,2
540,A Westwood,Burnley,2017/18,12,0,0,1,0,0,2
541,L Milivojevic,Crystal Palace,2017/18,35,0,10,2,0,0,34
542,R Brady,Burnley,2017/18,14,0,1,3,0,0,9
543,M Salah,Liverpool,2017/18,34,0,32,12,0,0,120
551,A Iwobi,Arsenal,2017/18,23,0,3,5,0,0,19
552,D Alli,Tottenham,2017/18,34,0,9,12,0,0,51
553,G Sigurdsson,Everton,2017/18,25,0,4,4,0,0,20
554,X Shaqiri,Stoke,2017/18,35,0,8,8,0,0,40
556,R Loftus-Cheek,Crystal Palace,2017/18,21,0,2,5,0,0,16
559,D Gosling,Bournemouth,2017/18,21,0,2,0,0,0,6
560,J Murphy,Newcastle,2017/18,13,0,1,3,0,0,9
560,J Murphy,Brighton,2017/18,2,0,0,0,0,0,0
565,E Lamela,Tottenham,2017/18,8,0,2,4,0,0,14
568,O Romeu,Southampton,2017/18,34,0,1,0,0,0,3
569,D Propper,Brighton,2017/18,35,0,0,4,0,0,8
574,P Billing,Huddersfield,2017/18,8,0,0,0,0,0,0
575,M Ozil,Arsenal,2017/18,24,0,4,8,0,0,28
576,D Silva,Man City,2017/18,27,0,9,11,0,0,49
577,C Kouyate,West Ham,2017/18,31,0,2,4,0,0,14
579,M Noble,West Ham,2017/18,28,0,4,0,0,0,12
582,D Gray,Leicester,2017/18,18,0,3,3,0,0,15
583,M Albrighton,Leicester,2017/18,30,0,2,8,0,0,22
584,E Dier,Tottenham,2017/18,32,0,0,2,0,0,4
585,M Lemina,Southampton,2017/18,21,0,1,1,0,0,5
586,M Lanzini,West Ham,2017/18,24,0,5,7,0,0,29
587,H Mkhitaryan,Arsenal,2017/18,22,0,3,10,0,0,29
588,M James,Leicester,2017/18,11,0,0,0,0,0,0
594,T Cleverley,Watford,2017/18,21,0,1,2,0,0,7
595,L Cook,Bournemouth,2017/18,25,0,0,3,0,0,6
596,P Hojbjerg,Southampton,2017/18,19,0,0,0,0,0,0
603,H Kane,Tottenham,2017/18,34,0,29,4,0,0,95
604,M Batshuayi,Chelsea,2017/18,3,0,2,1,0,0,8
605,A Barnes,Burnley,2017/18,22,0,9,1,0,0,29
606,A Gray,Watford,2017/18,16,0,5,3,0,0,21
607,C Wilson,Bournemouth,2017/18,23,0,8,2,0,0,28
610,L Mousset,Bournemouth,2017/18,4,0,2,0,0,0,6
611,O Giroud,Chelsea,2017/18,8,0,7,1,0,0,23
613,G Murray,Brighton,2017/18,25,0,12,1,0,0,38
614,J Vardy,Leicester,2017/18,37,0,20,2,0,0,64
615,M Arnautovic,West Ham,2017/18,27,0,11,5,0,0,43
617,W Zaha,Crystal Palace,2017/18,29,0,9,7,0,0,41
622,G Deulofeu,Watford,2017/18,5,0,1,1,0,0,5
626,J Rodriguez,West Brom,2017/18,32,0,7,1,0,0,23
627,R Firmino,Liverpool,2017/18,32,0,15,9,0,0,63
631,M Rashford,Man Utd,2017/18,20,0,7,5,0,0,31
632,S Long,Southampton,2017/18,17,0,2,3,0,0,12
633,R Lukaku,Man Utd,2017/18,32,0,16,7,0,0,62
636,C Benteke,Crystal Palace,2017/18,25,0,3,6,0,0,21
637,J Ayew,Swansea,2017/18,32,0,7,2,0,0,25
640,T Abraham,Swansea,2017/18,19,0,5,2,0,0,19
644,D Solanke,Liverpool,2017/18,5,0,1,2,0,0,7
645,D Gayle,Newcastle,2017/18,23,0,6,3,0,0,24
648,D Welbeck,Arsenal,2017/18,11,0,5,2,0,0,19
649,A Carroll,West Ham,2017/18,8,0,3,1,0,0,11
651,T Deeney,Watford,2017/18,20,0,5,2,0,0,19
652,A Lacazette,Arsenal,2017/18,26,0,14,5,0,0,52
659,J King,Bournemouth,2017/18,26,0,8,3,0,0,30
661,J Hernandez,West Ham,2017/18,16,0,8,2,0,0,28
667,D Ings,Liverpool,2017/18,3,0,1,1,0,0,5
669,C Wood,Burnley,2017/18,19,0,10,2,0,0,34
674,O Niasse,Everton,2017/18,11,0,8,3,0,0,30
678,G Jesus,Man City,2017/18,20,0,13,6,0,0,51
679,C Tosun,Everton,2017/18,12,0,5,0,0,0,15
681,D Calvert-Lewin,Everton,2017/18,20,0,4,9,0,0,30
684,S Aguero,Man City,2017/18,23,0,21,6,0,0,75
688,P Aubameyang,Arsenal,2017/18,12,0,10,4,0,0,38
696,K Iheanacho,Leicester,2017/18,8,0,3,3,0,0,15
699,C Austin,Southampton,2017/18,10,0,7,1,0,0,23
911,A Mooy,Huddersfield,2017/18,36,0,4,4,0,0,20
912,S Boufal,Southampton,2017/18,12,0,2,2,0,0,10
104,T Heaton,Burnley,2018/19,19,19,0,0,4,27,0
105,V Guaita,Crystal Palace,2018/19,19,19,0,0,7,23,10
106,M Ryan,Brighton,2018/19,34,34,0,0,6,55,-9
113,D Button,Brighton,2018/19,4,4,0,0,1,5,1
114,H Lloris,Tottenham,2018/19,33,33,0,0,12,33,24
117,F Forster,Southampton,2018/19,1,1,0,0,0,3,-2
119,W Caballero,Chelsea,2018/19,2,2,0,0,2,0,6
120,A Gunn,Southampton,2018/19,12,12,0,0,3,18,0
121,J Ruddy,Wolves,2018/19,1,1,0,0,1,0,3
122,R Patricio,Wolves,2018/19,37,37,0,0,8,46,7
124,B Leno,Arsenal,2018/19,32,32,0,0,6,42,2
126,K Schmeichel,Leicester,2018/19,38,38,0,1,10,48,12
127,A McCarthy,Southampton,2018/19,25,25,0,1,4,44,-9
128,B Foster,Watford,2018/19,38,38,0,0,7,59,-7
129,L Fabianski,West Ham,2018/19,38,38,0,0,7,55,-3
130,D Ward,Cardiff,2018/19,4,0,1,0,0,0,3
132,Alisson,Liverpool,2018/19,38,38,0,0,21,22,58
135,D De Gea,Man Utd,2018/19,38,38,0,0,7,54,-2
141,J Pickford,Everton,2018/19,38,38,0,0,14,46,20
143,J Lossl,Huddersfield,2018/19,31,31,0,1,5,54,-11
147,J Hart,Burnley,2018/19,19,19,0,0,4,41,-14
148,W Hennessey,Crystal Palace,2018/19,18,18,0,0,5,26,2
151,P Gazzaniga,Tottenham,2018/19,3,3,0,0,1,2,3
152,A Begovic,Bournemouth,2018/19,24,24,0,0,5,47,-13
153,M Travers,Bournemouth,2018/19,2,2,0,0,1,5,-1
156,M Dubravka,Newcastle,2018/19,38,38,0,0,11,48,12
201,S Kolasinac,Arsenal,2018/19,22,22,0,7,5,29,17
202,A Smith,Bournemouth,2018/19,23,23,1,1,8,33,11
203,C Daniels,Bournemouth,2018/19,18,18,1,0,4,34,-5
205,G Bong,Brighton,2018/19,20,20,0,0,5,34,-4
206,N Monreal,Arsenal,2018/19,20,20,1,4,5,24,17
207,K Trippier,Tottenham,2018/19,25,25,1,5,10,23,35
215,K Femenia,Watford,2018/19,23,23,1,1,4,40,-4
216,P Dummett,Newcastle,2018/19,22,22,0,0,7,27,9
217,P Van Aanholt,Crystal Palace,2018/19,36,36,3,2,12,46,27
222,R Pereira,Leicester,2018/19,35,35,2,8,10,45,32
223,D Dalot,Man Utd,2018/19,12,12,0,2,1,18,0
224,R Fredericks,West Ham,2018/19,12,12,1,0,3,16,5
226,N Clyne,Bournemouth,2018/19,15,15,0,1,3,26,-3
227,M Targett,Southampton,2018/19,14,14,1,3,0,25,-2
228,S Coleman,Everton,2018/19,29,29,2,2,13,30,35
230,T A-Arnold,Liverpool,2018/19,28,28,1,13,16,14,75
231,M Doherty,Wolves,2018/19,35,35,4,7,8,41,36
233,C Taylor,Burnley,2018/19,36,36,0,1,7,64,-12
234,C Azpilicueta,Chelsea,2018/19,38,38,1,6,15,39,44
235,P Bardsley,Burnley,2018/19,19,19,0,0,4,27,0
237,J Manquillo,Newcastle,2018/19,13,13,0,3,4,16,11
238,R Sessegnon,Fulham,2018/19,26,0,2,7,0,0,20
239,A Robertson,Liverpool,2018/19,36,36,0,12,21,20,82
241,A Cresswell,West Ham,2018/19,18,18,0,1,1,26,-4
242,S Francis,Bournemouth,2018/19,14,14,0,2,4,24,2
243,C Fuchs,Leicester,2018/19,2,2,0,0,0,5,-3
244,D Amartey,Leicester,2018/19,7,7,0,0,1,9,0
246,A Young,Man Utd,2018/19,29,29,2,3,4,44,5
247,B Mendy,Man City,2018/19,10,10,0,6,4,6,24
249,K Walker-Peters,Tottenham,2018/19,4,4,0,3,2,4,10
253,P Zabaleta,West Ham,2018/19,24,24,0,1,4,35,-1
256,S Aurier,Tottenham,2018/19,7,7,0,2,1,9,4
257,R Bertrand,Southampton,2018/19,24,24,1,1,6,42,-1
260,D Rose,Tottenham,2018/19,20,20,0,4,7,16,26
263,B Davies,Tottenham,2018/19,20,20,0,1,6,26,8
264,K Walker,Man City,2018/19,31,31,1,1,17,17,53
265,J Holebas,Watford,2018/19,27,27,3,7,5,41,19
266,D Zappacosta,Chelsea,2018/19,1,1,0,0,1,0,3
267,A Masina,Watford,2018/19,11,11,0,1,2,20,-3
268,J Ward,Crystal Palace,2018/19,6,6,1,0,0,14,-5
269,R Vinagre,Wolves,2018/19,8,8,0,0,1,9,1
270,M Darmian,Man Utd,2018/19,5,5,0,0,1,8,-1
271,B Chilwell,Leicester,2018/19,36,36,0,5,10,43,23
273,A Maitland-Niles,Arsenal,2018/19,10,10,1,1,2,20,-1
275,L Shaw,Man Utd,2018/19,29,29,1,5,6,39,15
277,J Castro,Wolves,2018/19,32,32,1,2,7,39,14
278,H Bellerin,Arsenal,2018/19,18,18,0,6,3,21,15
279,D Janmaat,Watford,2018/19,18,18,0,2,3,22,6
280,E Durm,Huddersfield,2018/19,23,23,0,1,3,45,-14
281,D Rico,Bournemouth,2018/19,8,8,0,0,0,19,-11
282,L Baines,Everton,2018/19,4,4,0,0,0,6,-2
283,D Yedlin,Newcastle,2018/19,28,28,1,4,5,41,8
284,L Digne,Everton,2018/19,33,33,4,5,13,38,43
285,M Montoya,Brighton,2018/19,24,24,0,1,3,41,-9
286,M Alonso,Chelsea,2018/19,31,31,2,7,14,28,51
287,O Zinchenko,Man City,2018/19,13,13,0,3,9,4,33
288,E Palmieri,Chelsea,2018/19,7,7,0,0,2,11,0
292,A Wan-Bissaka,Crystal Palace,2018/19,35,35,0,3,12,47,18
293,Y Valery,Southampton,2018/19,19,19,2,1,3,30,3
294,K Ramsay,Southampton,2018/19,1,1,0,0,0,3,-2
298,M Lowton,Burnley,2018/19,19,19,0,0,4,41,-14
299,A Masuaku,West Ham,2018/19,20,20,0,2,4,29,3
301,L Dunk,Brighton,2018/19,35,35,2,1,7,56,1
302,L Koscielny,Arsenal,2018/19,16,16,3,0,3,23,8
303,L Balogun,Brighton,2018/19,7,7,1,0,0,10,0
305,J Matip,Liverpool,2018/19,17,17,1,0,9,12,26
306,S Duffy,Brighton,2018/19,34,34,5,2,7,55,12
307,S Papast'poulos,Arsenal,2018/19,24,24,1,2,5,33,8
308,M Keane,Everton,2018/19,33,33,1,2,13,39,27
309,B Mee,Burnley,2018/19,38,38,0,2,8,68,-10
310,J Tomkins,Crystal Palace,2018/19,29,29,1,1,9,37,15
314,D Lovren,Liverpool,2018/19,11,11,1,1,6,7,21
315,J Stones,Man City,2018/19,20,20,0,0,9,15,23
317,K Long,Burnley,2018/19,6,6,0,1,1,9,1
320,A Laporte,Man City,2018/19,34,34,3,3,18,21,64
322,P Jones,Man Utd,2018/19,15,15,0,1,3,17,6
325,E Bailly,Man Utd,2018/19,7,7,0,0,1,13,-4
326,C Cathcart,Watford,2018/19,35,35,3,0,6,54,2
327,R Bennett,Wolves,2018/19,34,34,1,0,9,38,17
328,W Boly,Wolves,2018/19,35,35,4,0,8,43,20
329,C Clark,Newcastle,2018/19,10,10,3,0,2,15,8
330,J Lascelles,Newcastle,2018/19,32,32,0,1,10,36,18
331,S Dann,Crystal Palace,2018/19,7,7,0,1,2,10,3
332,J Evans,Leicester,2018/19,22,22,1,0,7,26,13
334,C Chambers,Fulham,2018/19,29,29,2,0,5,52,-7
335,C Coady,Wolves,2018/19,38,38,0,0,9,46,10
336,J Gomez,Liverpool,2018/19,11,11,0,0,7,4,21
339,N Ake,Bournemouth,2018/19,38,38,4,1,10,70,2
340,P Jagielka,Everton,2018/19,3,3,1,0,2,4,6
341,S Cook,Bournemouth,2018/19,31,31,1,1,9,56,-2
342,C Smalling,Man Utd,2018/19,24,24,1,0,4,36,-1
344,M Rojo,Man Utd,2018/19,2,2,0,0,0,5,-3
345,K Mavropanos,Arsenal,2018/19,2,2,0,0,0,1,1
348,C Kabasele,Watford,2018/19,17,17,0,0,3,30,-7
349,W Morgan,Leicester,2018/19,22,22,3,0,6,28,15
351,I Diop,West Ham,2018/19,33,33,1,0,7,43,7
352,K Zouma,Everton,2018/19,29,29,2,2,10,39,20
354,A Ogbonna,West Ham,2018/19,21,21,1,1,2,36,-6
355,T Alderweireld,Tottenham,2018/19,33,33,0,0,12,31,26
356,M Kelly,Crystal Palace,2018/19,12,12,0,0,3,21,-3
357,J Tarkowski,Burnley,2018/19,34,34,3,2,7,63,-2
358,J Stephens,Southampton,2018/19,20,20,1,0,3,35,-6
360,J Vestergaard,Southampton,2018/19,23,23,0,0,4,31,0
361,M Sakho,Crystal Palace,2018/19,27,27,0,0,9,35,10
362,V Lindelof,Man Utd,2018/19,29,29,1,2,6,40,8
363,F Schar,Newcastle,2018/19,24,24,4,1,7,23,29
365,R Holding,Arsenal,2018/19,9,9,0,0,1,10,1
366,H Maguire,Leicester,2018/19,29,29,3,0,6,41,9
367,J Bednarek,Southampton,2018/19,24,24,0,1,3,37,-5
368,F Lejeune,Newcastle,2018/19,12,12,0,0,3,13,5
370,F Balbuena,West Ham,2018/19,22,22,1,0,5,32,3
371,N Otamendi,Man City,2018/19,14,14,0,0,9,7,25
373,S Mustafi,Arsenal,2018/19,31,31,2,0,5,40,7
374,A Rudiger,Chelsea,2018/19,32,32,1,2,11,35,26
375,V Van Dijk,Liverpool,2018/19,38,38,4,3,20,22,74
376,A Mariappa,Watford,2018/19,21,21,0,0,5,32,-1
378,B Gibson,Burnley,2018/19,1,1,1,0,0,3,1
379,D Luiz,Chelsea,2018/19,36,36,3,2,16,36,45
382,Y Mina,Everton,2018/19,10,10,1,0,3,13,6
383,A Christensen,Chelsea,2018/19,7,7,0,0,3,7,6
384,T Fosu-Mensah,Fulham,2018/19,9,9,0,0,0,18,-9
386,D Sanchez,Tottenham,2018/19,22,22,1,1,6,22,17
387,C Soyuncu,Leicester,2018/19,4,4,0,0,0,4,0
388,F Fernandez,Newcastle,2018/19,17,17,0,2,3,24,3
390,J Foyth,Tottenham,2018/19,10,10,1,0,3,12,7
391,C Mepham,Bournemouth,2018/19,9,9,0,1,2,17,-2
393,J Simpson,Bournemouth,2018/19,5,5,0,0,1,9,-2
396,J Vertonghen,Tottenham,2018/19,22,22,1,0,6,23,14
397,M Yoshida,Southampton,2018/19,17,17,0,1,3,29,-4
401,P Obiang,West Ham,2018/19,12,0,0,2,0,0,4
405,G Xhaka,Arsenal,2018/19,29,0,4,2,0,0,16
407,A Surman,Bournemouth,2018/19,16,0,0,0,0,0,0
408,J Stanislas,Bournemouth,2018/19,10,0,2,3,0,0,12
409,D Stephens,Brighton,2018/19,27,0,1,1,0,0,5
410,J Milner,Liverpool,2018/19,19,0,5,6,0,0,27
411,J Wilshere,West Ham,2018/19,4,0,0,2,0,0,4
417,N Redmond,Southampton,2018/19,38,0,6,6,0,0,30
422,P Gross,Brighton,2018/19,23,0,3,3,0,0,15
426,T Davies,Everton,2018/19,11,0,0,1,0,0,2
428,B Kayal,Brighton,2018/19,11,0,1,1,0,0,5
430,A Knockaert,Brighton,2018/19,20,0,2,6,0,0,18
